frequency_Hz Strouhal SPL_dB_smoothed
2.70502905e+03 7.49206297e-01 1.68613059e+01
2.70515563e+03 7.49241356e-01 1.68588132e+01
2.70528221e+03 7.49276414e-01 1.68662623e+01
2.70540879e+03 7.49311473e-01 1.68696769e+01
2.70553537e+03 7.49346532e-01 1.68565604e+01
2.70566195e+03 7.49381591e-01 1.68282890e+01
2.70578853e+03 7.49416649e-01 1.67618875e+01
2.70591511e+03 7.49451708e-01 1.67357366e+01
2.70604170e+03 7.49486767e-01 1.67671432e+01
2.70616828e+03 7.49521826e-01 1.67847268e+01
2.70629486e+03 7.49556885e-01 1.67352358e+01
2.70642144e+03 7.49591943e-01 1.66440259e+01
2.70654802e+03 7.49627002e-01 1.65947894e+01
2.70667460e+03 7.49662061e-01 1.65798602e+01
2.70680118e+03 7.49697120e-01 1.66018132e+01
2.70692776e+03 7.49732179e-01 1.66680822e+01
2.70705434e+03 7.49767237e-01 1.67584118e+01
2.70718092e+03 7.49802296e-01 1.67721411e+01
2.70730750e+03 7.49837355e-01 1.68095029e+01
2.70743408e+03 7.49872414e-01 1.68355281e+01
2.70756066e+03 7.49907472e-01 1.68586640e+01
2.70768724e+03 7.49942531e-01 1.69278213e+01
2.70781383e+03 7.49977590e-01 1.69527019e+01
2.70794041e+03 7.50012649e-01 1.70309044e+01
2.70806699e+03 7.50047708e-01 1.70821911e+01
2.70819357e+03 7.50082766e-01 1.70778268e+01
2.70832015e+03 7.50117825e-01 1.70395523e+01
2.70844673e+03 7.50152884e-01 1.70639507e+01
2.70857331e+03 7.50187943e-01 1.71295767e+01
2.70869989e+03 7.50223002e-01 1.71736816e+01
2.70882647e+03 7.50258060e-01 1.71820020e+01
2.70895305e+03 7.50293119e-01 1.71994397e+01
2.70907963e+03 7.50328178e-01 1.71389717e+01
2.70920621e+03 7.50363237e-01 1.70879320e+01
2.70933279e+03 7.50398296e-01 1.70270776e+01
2.70945937e+03 7.50433354e-01 1.70541462e+01
2.70958595e+03 7.50468413e-01 1.70755069e+01
2.70971254e+03 7.50503472e-01 1.70536657e+01
2.70983912e+03 7.50538531e-01 1.69825729e+01
2.70996570e+03 7.50573589e-01 1.69582955e+01
2.71009228e+03 7.50608648e-01 1.70070993e+01
2.71021886e+03 7.50643707e-01 1.69849080e+01
2.71034544e+03 7.50678766e-01 1.70214362e+01
2.71047202e+03 7.50713825e-01 1.70434357e+01
2.71059860e+03 7.50748883e-01 1.70063461e+01
2.71072518e+03 7.50783942e-01 1.70136321e+01
2.71085176e+03 7.50819001e-01 1.70358395e+01
2.71097834e+03 7.50854060e-01 1.70895578e+01
2.71110492e+03 7.50889119e-01 1.71302526e+01
2.71123150e+03 7.50924177e-01 1.70677612e+01
2.71135808e+03 7.50959236e-01 1.69983214e+01
2.71148466e+03 7.50994295e-01 1.70399539e+01
2.71161125e+03 7.51029354e-01 1.70961283e+01
2.71173783e+03 7.51064412e-01 1.71027899e+01
2.71186441e+03 7.51099471e-01 1.70921495e+01
2.71199099e+03 7.51134530e-01 1.70807758e+01
2.71211757e+03 7.51169589e-01 1.71506597e+01
2.71224415e+03 7.51204648e-01 1.71628680e+01
2.71237073e+03 7.51239706e-01 1.71886227e+01
2.71249731e+03 7.51274765e-01 1.72116131e+01
2.71262389e+03 7.51309824e-01 1.72279383e+01
2.71275047e+03 7.51344883e-01 1.72581610e+01
2.71287705e+03 7.51379942e-01 1.72796070e+01
2.71300363e+03 7.51415000e-01 1.73030475e+01
2.71313021e+03 7.51450059e-01 1.73664231e+01
2.71325679e+03 7.51485118e-01 1.73998330e+01
2.71338337e+03 7.51520177e-01 1.74363915e+01
2.71350996e+03 7.51555236e-01 1.74631568e+01
2.71363654e+03 7.51590294e-01 1.74582837e+01
2.71376312e+03 7.51625353e-01 1.74402271e+01
2.71388970e+03 7.51660412e-01 1.75137547e+01
2.71401628e+03 7.51695471e-01 1.75459896e+01
2.71414286e+03 7.51730529e-01 1.75379386e+01
2.71426944e+03 7.51765588e-01 1.75429882e+01
2.71439602e+03 7.51800647e-01 1.76049666e+01
2.71452260e+03 7.51835706e-01 1.76160973e+01
2.71464918e+03 7.51870765e-01 1.75957202e+01
2.71477576e+03 7.51905823e-01 1.75379760e+01
2.71490234e+03 7.51940882e-01 1.75535746e+01
2.71502892e+03 7.51975941e-01 1.76151972e+01
2.71515550e+03 7.52011000e-01 1.76236308e+01
2.71528209e+03 7.52046059e-01 1.76089992e+01
2.71540867e+03 7.52081117e-01 1.75997135e+01
2.71553525e+03 7.52116176e-01 1.76226978e+01
2.71566183e+03 7.52151235e-01 1.75989182e+01
2.71578841e+03 7.52186294e-01 1.75395777e+01
2.71591499e+03 7.52221352e-01 1.75725545e+01
2.71604157e+03 7.52256411e-01 1.76522504e+01
2.71616815e+03 7.52291470e-01 1.76959271e+01
2.71629473e+03 7.52326529e-01 1.77232515e+01
2.71642131e+03 7.52361588e-01 1.77633245e+01
2.71654789e+03 7.52396646e-01 1.77768535e+01
2.71667447e+03 7.52431705e-01 1.77944787e+01
2.71680105e+03 7.52466764e-01 1.77765939e+01
2.71692763e+03 7.52501823e-01 1.77686621e+01
2.71705421e+03 7.52536882e-01 1.77879738e+01
2.71718080e+03 7.52571940e-01 1.78314144e+01
2.71730738e+03 7.52606999e-01 1.78180217e+01
2.71743396e+03 7.52642058e-01 1.78602598e+01
2.71756054e+03 7.52677117e-01 1.79243507e+01
2.71768712e+03 7.52712176e-01 1.79565263e+01
2.71781370e+03 7.52747234e-01 1.79774283e+01
2.71794028e+03 7.52782293e-01 1.79774611e+01
2.71806686e+03 7.52817352e-01 1.79447898e+01
2.71819344e+03 7.52852411e-01 1.78629927e+01
2.71832002e+03 7.52887469e-01 1.78640112e+01
2.71844660e+03 7.52922528e-01 1.78562659e+01
2.71857318e+03 7.52957587e-01 1.78735310e+01
2.71869976e+03 7.52992646e-01 1.79339632e+01
2.71882634e+03 7.53027705e-01 1.79736108e+01
2.71895292e+03 7.53062763e-01 1.79724789e+01
2.71907951e+03 7.53097822e-01 1.79555765e+01
2.71920609e+03 7.53132881e-01 1.79605804e+01
2.71933267e+03 7.53167940e-01 1.79566674e+01
2.71945925e+03 7.53202999e-01 1.79072788e+01
2.71958583e+03 7.53238057e-01 1.78589308e+01
2.71971241e+03 7.53273116e-01 1.78788055e+01
2.71983899e+03 7.53308175e-01 1.79127185e+01
2.71996557e+03 7.53343234e-01 1.78716793e+01
2.72009215e+03 7.53378292e-01 1.78531066e+01
2.72021873e+03 7.53413351e-01 1.78903897e+01
2.72034531e+03 7.53448410e-01 1.78878304e+01
2.72047189e+03 7.53483469e-01 1.79138100e+01
2.72059847e+03 7.53518528e-01 1.79377712e+01
2.72072505e+03 7.53553586e-01 1.79814314e+01
2.72085163e+03 7.53588645e-01 1.79941404e+01
2.72097822e+03 7.53623704e-01 1.80004523e+01
2.72110480e+03 7.53658763e-01 1.80185979e+01
2.72123138e+03 7.53693822e-01 1.81211708e+01
2.72135796e+03 7.53728880e-01 1.81456253e+01
2.72148454e+03 7.53763939e-01 1.81416369e+01
2.72161112e+03 7.53798998e-01 1.81842983e+01
2.72173770e+03 7.53834057e-01 1.82817150e+01
2.72186428e+03 7.53869116e-01 1.83095356e+01
2.72199086e+03 7.53904174e-01 1.83031912e+01
2.72211744e+03 7.53939233e-01 1.83300429e+01
2.72224402e+03 7.53974292e-01 1.83767391e+01
2.72237060e+03 7.54009351e-01 1.84524571e+01
2.72249718e+03 7.54044409e-01 1.84793910e+01
2.72262376e+03 7.54079468e-01 1.85036010e+01
2.72275034e+03 7.54114527e-01 1.84580978e+01
2.72287693e+03 7.54149586e-01 1.84922331e+01
2.72300351e+03 7.54184645e-01 1.85059383e+01
2.72313009e+03 7.54219703e-01 1.85138645e+01
2.72325667e+03 7.54254762e-01 1.86082099e+01
2.72338325e+03 7.54289821e-01 1.85923747e+01
2.72350983e+03 7.54324880e-01 1.84742794e+01
2.72363641e+03 7.54359939e-01 1.84369238e+01
2.72376299e+03 7.54394997e-01 1.85100158e+01
2.72388957e+03 7.54430056e-01 1.85615538e+01
2.72401615e+03 7.54465115e-01 1.85897610e+01
2.72414273e+03 7.54500174e-01 1.85987105e+01
2.72426931e+03 7.54535232e-01 1.85144581e+01
2.72439589e+03 7.54570291e-01 1.84962710e+01
2.72452247e+03 7.54605350e-01 1.85142372e+01
2.72464906e+03 7.54640409e-01 1.85886053e+01
2.72477564e+03 7.54675468e-01 1.86260925e+01
2.72490222e+03 7.54710526e-01 1.86891170e+01
2.72502880e+03 7.54745585e-01 1.87267127e+01
2.72515538e+03 7.54780644e-01 1.87350108e+01
2.72528196e+03 7.54815703e-01 1.87306811e+01
2.72540854e+03 7.54850762e-01 1.87203076e+01
2.72553512e+03 7.54885820e-01 1.87667457e+01
2.72566170e+03 7.54920879e-01 1.87595136e+01
2.72578828e+03 7.54955938e-01 1.87735119e+01
2.72591486e+03 7.54990997e-01 1.87838444e+01
2.72604144e+03 7.55026056e-01 1.87703597e+01
2.72616802e+03 7.55061114e-01 1.87341708e+01
2.72629460e+03 7.55096173e-01 1.87135060e+01
2.72642118e+03 7.55131232e-01 1.87188814e+01
2.72654777e+03 7.55166291e-01 1.87431019e+01
2.72667435e+03 7.55201349e-01 1.87924118e+01
2.72680093e+03 7.55236408e-01 1.88621326e+01
2.72692751e+03 7.55271467e-01 1.88900700e+01
2.72705409e+03 7.55306526e-01 1.89283392e+01
2.72718067e+03 7.55341585e-01 1.89975502e+01
2.72730725e+03 7.55376643e-01 1.89882768e+01
2.72743383e+03 7.55411702e-01 1.90148194e+01
2.72756041e+03 7.55446761e-01 1.90127577e+01
2.72768699e+03 7.55481820e-01 1.89684733e+01
2.72781357e+03 7.55516879e-01 1.89360596e+01
2.72794015e+03 7.55551937e-01 1.89345066e+01
2.72806673e+03 7.55586996e-01 1.88972189e+01
2.72819331e+03 7.55622055e-01 1.88187399e+01
2.72831989e+03 7.55657114e-01 1.87346883e+01
2.72844648e+03 7.55692172e-01 1.86667939e+01
2.72857306e+03 7.55727231e-01 1.86964394e+01
2.72869964e+03 7.55762290e-01 1.87308463e+01
2.72882622e+03 7.55797349e-01 1.87498751e+01
2.72895280e+03 7.55832408e-01 1.88205286e+01
2.72907938e+03 7.55867466e-01 1.88850417e+01
2.72920596e+03 7.55902525e-01 1.89221720e+01
2.72933254e+03 7.55937584e-01 1.89215121e+01
2.72945912e+03 7.55972643e-01 1.89683859e+01
2.72958570e+03 7.56007702e-01 1.89875569e+01
2.72971228e+03 7.56042760e-01 1.89870276e+01
2.72983886e+03 7.56077819e-01 1.89184172e+01
2.72996544e+03 7.56112878e-01 1.89010944e+01
2.73009202e+03 7.56147937e-01 1.89846180e+01
2.73021860e+03 7.56182996e-01 1.90047933e+01
2.73034519e+03 7.56218054e-01 1.90427255e+01
2.73047177e+03 7.56253113e-01 1.89949634e+01
2.73059835e+03 7.56288172e-01 1.89186331e+01
2.73072493e+03 7.56323231e-01 1.88765385e+01
2.73085151e+03 7.56358289e-01 1.88406126e+01
2.73097809e+03 7.56393348e-01 1.88441043e+01
2.73110467e+03 7.56428407e-01 1.88756452e+01
2.73123125e+03 7.56463466e-01 1.87876631e+01
2.73135783e+03 7.56498525e-01 1.87354598e+01
2.73148441e+03 7.56533583e-01 1.86926533e+01
2.73161099e+03 7.56568642e-01 1.86649067e+01
2.73173757e+03 7.56603701e-01 1.87446693e+01
2.73186415e+03 7.56638760e-01 1.87563145e+01
2.73199073e+03 7.56673819e-01 1.87481488e+01
2.73211731e+03 7.56708877e-01 1.87340055e+01
2.73224390e+03 7.56743936e-01 1.87223316e+01
2.73237048e+03 7.56778995e-01 1.87278289e+01
2.73249706e+03 7.56814054e-01 1.87888361e+01
2.73262364e+03 7.56849112e-01 1.88452379e+01
2.73275022e+03 7.56884171e-01 1.88335460e+01
2.73287680e+03 7.56919230e-01 1.87721644e+01
2.73300338e+03 7.56954289e-01 1.87185150e+01
2.73312996e+03 7.56989348e-01 1.87149880e+01
2.73325654e+03 7.57024406e-01 1.86723158e+01
2.73338312e+03 7.57059465e-01 1.86188550e+01
2.73350970e+03 7.57094524e-01 1.85646241e+01
2.73363628e+03 7.57129583e-01 1.85992348e+01
2.73376286e+03 7.57164642e-01 1.86238906e+01
2.73388944e+03 7.57199700e-01 1.85925918e+01
2.73401603e+03 7.57234759e-01 1.85629605e+01
2.73414261e+03 7.57269818e-01 1.85562598e+01
2.73426919e+03 7.57304877e-01 1.84839694e+01
2.73439577e+03 7.57339936e-01 1.85058853e+01
2.73452235e+03 7.57374994e-01 1.85151852e+01
2.73464893e+03 7.57410053e-01 1.85950939e+01
2.73477551e+03 7.57445112e-01 1.86128231e+01
2.73490209e+03 7.57480171e-01 1.86076223e+01
2.73502867e+03 7.57515229e-01 1.86089700e+01
2.73515525e+03 7.57550288e-01 1.86341266e+01
2.73528183e+03 7.57585347e-01 1.86150165e+01
2.73540841e+03 7.57620406e-01 1.85453877e+01
2.73553499e+03 7.57655465e-01 1.85537366e+01
2.73566157e+03 7.57690523e-01 1.85359924e+01
2.73578815e+03 7.57725582e-01 1.85278835e+01
2.73591474e+03 7.57760641e-01 1.85840081e+01
2.73604132e+03 7.57795700e-01 1.85855868e+01
2.73616790e+03 7.57830759e-01 1.86001453e+01
2.73629448e+03 7.57865817e-01 1.85894935e+01
2.73642106e+03 7.57900876e-01 1.85865388e+01
2.73654764e+03 7.57935935e-01 1.86380283e+01
2.73667422e+03 7.57970994e-01 1.86776908e+01
2.73680080e+03 7.58006052e-01 1.86650684e+01
2.73692738e+03 7.58041111e-01 1.86213942e+01
2.73705396e+03 7.58076170e-01 1.85970781e+01
2.73718054e+03 7.58111229e-01 1.86439708e+01
2.73730712e+03 7.58146288e-01 1.86298003e+01
2.73743370e+03 7.58181346e-01 1.85583610e+01
2.73756028e+03 7.58216405e-01 1.85158274e+01
2.73768686e+03 7.58251464e-01 1.84934542e+01
2.73781345e+03 7.58286523e-01 1.84985524e+01
2.73794003e+03 7.58321582e-01 1.84593429e+01
2.73806661e+03 7.58356640e-01 1.84152535e+01
2.73819319e+03 7.58391699e-01 1.83122107e+01
2.73831977e+03 7.58426758e-01 1.82972798e+01
2.73844635e+03 7.58461817e-01 1.82988604e+01
2.73857293e+03 7.58496876e-01 1.83313006e+01
2.73869951e+03 7.58531934e-01 1.83403767e+01
2.73882609e+03 7.58566993e-01 1.83409291e+01
2.73895267e+03 7.58602052e-01 1.83432560e+01
2.73907925e+03 7.58637111e-01 1.83628077e+01
2.73920583e+03 7.58672169e-01 1.83649458e+01
2.73933241e+03 7.58707228e-01 1.83731938e+01
2.73945899e+03 7.58742287e-01 1.83430025e+01
2.73958557e+03 7.58777346e-01 1.83254126e+01
2.73971216e+03 7.58812405e-01 1.82729496e+01
2.73983874e+03 7.58847463e-01 1.82266771e+01
2.73996532e+03 7.58882522e-01 1.82588393e+01
2.74009190e+03 7.58917581e-01 1.83096821e+01
2.74021848e+03 7.58952640e-01 1.82605243e+01
2.74034506e+03 7.58987699e-01 1.82366313e+01
2.74047164e+03 7.59022757e-01 1.82049843e+01
2.74059822e+03 7.59057816e-01 1.81715084e+01
2.74072480e+03 7.59092875e-01 1.81954016e+01
2.74085138e+03 7.59127934e-01 1.82168108e+01
2.74097796e+03 7.59162992e-01 1.81699652e+01
2.74110454e+03 7.59198051e-01 1.82212401e+01
2.74123112e+03 7.59233110e-01 1.81511374e+01
2.74135770e+03 7.59268169e-01 1.81112771e+01
2.74148429e+03 7.59303228e-01 1.80502939e+01
2.74161087e+03 7.59338286e-01 1.80347479e+01
2.74173745e+03 7.59373345e-01 1.80245567e+01
2.74186403e+03 7.59408404e-01 1.79795071e+01
2.74199061e+03 7.59443463e-01 1.79967457e+01
2.74211719e+03 7.59478522e-01 1.80352357e+01
2.74224377e+03 7.59513580e-01 1.80307147e+01
2.74237035e+03 7.59548639e-01 1.80479523e+01
2.74249693e+03 7.59583698e-01 1.80845937e+01
2.74262351e+03 7.59618757e-01 1.81026252e+01
2.74275009e+03 7.59653816e-01 1.80470986e+01
2.74287667e+03 7.59688874e-01 1.80291295e+01
2.74300325e+03 7.59723933e-01 1.80266209e+01
2.74312983e+03 7.59758992e-01 1.80206682e+01
2.74325641e+03 7.59794051e-01 1.80263541e+01
2.74338300e+03 7.59829109e-01 1.79946062e+01
2.74350958e+03 7.59864168e-01 1.80677890e+01
2.74363616e+03 7.59899227e-01 1.80671644e+01
2.74376274e+03 7.59934286e-01 1.81065465e+01
2.74388932e+03 7.59969345e-01 1.80917542e+01
2.74401590e+03 7.60004403e-01 1.80373856e+01
2.74414248e+03 7.60039462e-01 1.79948772e+01
2.74426906e+03 7.60074521e-01 1.80182161e+01
2.74439564e+03 7.60109580e-01 1.80377288e+01
2.74452222e+03 7.60144639e-01 1.80310610e+01
2.74464880e+03 7.60179697e-01 1.80353873e+01
2.74477538e+03 7.60214756e-01 1.80783668e+01
2.74490196e+03 7.60249815e-01 1.81107764e+01
2.74502854e+03 7.60284874e-01 1.81186079e+01
2.74515512e+03 7.60319932e-01 1.80969022e+01
2.74528171e+03 7.60354991e-01 1.80997435e+01
2.74540829e+03 7.60390050e-01 1.80038869e+01
2.74553487e+03 7.60425109e-01 1.79728737e+01
2.74566145e+03 7.60460168e-01 1.79296133e+01
2.74578803e+03 7.60495226e-01 1.79025542e+01
2.74591461e+03 7.60530285e-01 1.78720726e+01
2.74604119e+03 7.60565344e-01 1.78350337e+01
2.74616777e+03 7.60600403e-01 1.77440594e+01
2.74629435e+03 7.60635462e-01 1.77247302e+01
2.74642093e+03 7.60670520e-01 1.76488320e+01
2.74654751e+03 7.60705579e-01 1.76019059e+01
2.74667409e+03 7.60740638e-01 1.75824999e+01
2.74680067e+03 7.60775697e-01 1.75642697e+01
2.74692725e+03 7.60810756e-01 1.75011703e+01
2.74705383e+03 7.60845814e-01 1.74290709e+01
2.74718042e+03 7.60880873e-01 1.74153183e+01
2.74730700e+03 7.60915932e-01 1.73847377e+01
2.74743358e+03 7.60950991e-01 1.72658271e+01
2.74756016e+03 7.60986049e-01 1.72131569e+01
2.74768674e+03 7.61021108e-01 1.71485423e+01
2.74781332e+03 7.61056167e-01 1.71326257e+01
2.74793990e+03 7.61091226e-01 1.70990200e+01
2.74806648e+03 7.61126285e-01 1.71318025e+01
2.74819306e+03 7.61161343e-01 1.71181181e+01
2.74831964e+03 7.61196402e-01 1.70641751e+01
2.74844622e+03 7.61231461e-01 1.70301385e+01
2.74857280e+03 7.61266520e-01 1.69871924e+01
2.74869938e+03 7.61301579e-01 1.69743696e+01
2.74882596e+03 7.61336637e-01 1.70757612e+01
2.74895254e+03 7.61371696e-01 1.71525254e+01
2.74907913e+03 7.61406755e-01 1.71530472e+01
2.74920571e+03 7.61441814e-01 1.71116982e+01
2.74933229e+03 7.61476872e-01 1.70634086e+01
2.74945887e+03 7.61511931e-01 1.69812324e+01
2.74958545e+03 7.61546990e-01 1.70500216e+01
2.74971203e+03 7.61582049e-01 1.70796470e+01
2.74983861e+03 7.61617108e-01 1.70973880e+01
2.74996519e+03 7.61652166e-01 1.71227732e+01
2.75009177e+03 7.61687225e-01 1.71624237e+01
2.75021835e+03 7.61722284e-01 1.71690376e+01
2.75034493e+03 7.61757343e-01 1.71735215e+01
2.75047151e+03 7.61792402e-01 1.71629622e+01
2.75059809e+03 7.61827460e-01 1.71445989e+01
2.75072467e+03 7.61862519e-01 1.71966684e+01
2.75085126e+03 7.61897578e-01 1.71951715e+01
2.75097784e+03 7.61932637e-01 1.72019532e+01
2.75110442e+03 7.61967696e-01 1.71710063e+01
2.75123100e+03 7.62002754e-01 1.71348346e+01
2.75135758e+03 7.62037813e-01 1.71489053e+01
2.75148416e+03 7.62072872e-01 1.71081692e+01
2.75161074e+03 7.62107931e-01 1.70602227e+01
2.75173732e+03 7.62142989e-01 1.70023360e+01
2.75186390e+03 7.62178048e-01 1.69520027e+01
2.75199048e+03 7.62213107e-01 1.69263911e+01
2.75211706e+03 7.62248166e-01 1.69179152e+01
2.75224364e+03 7.62283225e-01 1.68660618e+01
2.75237022e+03 7.62318283e-01 1.68536074e+01
2.75249680e+03 7.62353342e-01 1.68591503e+01
2.75262338e+03 7.62388401e-01 1.68539633e+01
2.75274997e+03 7.62423460e-01 1.67943307e+01
2.75287655e+03 7.62458519e-01 1.67601887e+01
2.75300313e+03 7.62493577e-01 1.67818643e+01
2.75312971e+03 7.62528636e-01 1.68091826e+01
2.75325629e+03 7.62563695e-01 1.68031512e+01
2.75338287e+03 7.62598754e-01 1.68292800e+01
2.75350945e+03 7.62633812e-01 1.69006462e+01
2.75363603e+03 7.62668871e-01 1.69917075e+01
2.75376261e+03 7.62703930e-01 1.70868005e+01
2.75388919e+03 7.62738989e-01 1.70752913e+01
2.75401577e+03 7.62774048e-01 1.70514814e+01
2.75414235e+03 7.62809106e-01 1.70364545e+01
2.75426893e+03 7.62844165e-01 1.69850458e+01
2.75439551e+03 7.62879224e-01 1.69400544e+01
2.75452209e+03 7.62914283e-01 1.69079761e+01
2.75464868e+03 7.62949342e-01 1.68531586e+01
2.75477526e+03 7.62984400e-01 1.68262468e+01
2.75490184e+03 7.63019459e-01 1.67987414e+01
2.75502842e+03 7.63054518e-01 1.68343538e+01
2.75515500e+03 7.63089577e-01 1.68959480e+01
2.75528158e+03 7.63124636e-01 1.69155458e+01
2.75540816e+03 7.63159694e-01 1.68978922e+01
2.75553474e+03 7.63194753e-01 1.68899315e+01
2.75566132e+03 7.63229812e-01 1.68940242e+01
2.75578790e+03 7.63264871e-01 1.69680827e+01
2.75591448e+03 7.63299929e-01 1.70654995e+01
2.75604106e+03 7.63334988e-01 1.71306107e+01
2.75616764e+03 7.63370047e-01 1.71593947e+01
2.75629422e+03 7.63405106e-01 1.71156293e+01
2.75642080e+03 7.63440165e-01 1.70593134e+01
2.75654739e+03 7.63475223e-01 1.71742408e+01
2.75667397e+03 7.63510282e-01 1.72377587e+01
2.75680055e+03 7.63545341e-01 1.72891625e+01
2.75692713e+03 7.63580400e-01 1.73804258e+01
2.75705371e+03 7.63615459e-01 1.74122057e+01
2.75718029e+03 7.63650517e-01 1.74556826e+01
2.75730687e+03 7.63685576e-01 1.74552705e+01
2.75743345e+03 7.63720635e-01 1.74378778e+01
2.75756003e+03 7.63755694e-01 1.74335271e+01
2.75768661e+03 7.63790752e-01 1.74081505e+01
2.75781319e+03 7.63825811e-01 1.73398728e+01
2.75793977e+03 7.63860870e-01 1.73107497e+01
2.75806635e+03 7.63895929e-01 1.72967324e+01
2.75819293e+03 7.63930988e-01 1.73037962e+01
2.75831951e+03 7.63966046e-01 1.72777560e+01
2.75844610e+03 7.64001105e-01 1.71859437e+01
2.75857268e+03 7.64036164e-01 1.71439219e+01
2.75869926e+03 7.64071223e-01 1.71292626e+01
2.75882584e+03 7.64106282e-01 1.71705697e+01
2.75895242e+03 7.64141340e-01 1.71608967e+01
2.75907900e+03 7.64176399e-01 1.71127164e+01
2.75920558e+03 7.64211458e-01 1.70716311e+01
2.75933216e+03 7.64246517e-01 1.70079590e+01
2.75945874e+03 7.64281576e-01 1.69753365e+01
2.75958532e+03 7.64316634e-01 1.70470171e+01
2.75971190e+03 7.64351693e-01 1.70268042e+01
2.75983848e+03 7.64386752e-01 1.70596520e+01
2.75996506e+03 7.64421811e-01 1.70488150e+01
2.76009164e+03 7.64456869e-01 1.69493344e+01
2.76021823e+03 7.64491928e-01 1.69327540e+01
2.76034481e+03 7.64526987e-01 1.68917290e+01
2.76047139e+03 7.64562046e-01 1.68892777e+01
2.76059797e+03 7.64597105e-01 1.69309517e+01
2.76072455e+03 7.64632163e-01 1.70233420e+01
2.76085113e+03 7.64667222e-01 1.70793690e+01
2.76097771e+03 7.64702281e-01 1.70564062e+01
2.76110429e+03 7.64737340e-01 1.70289873e+01
2.76123087e+03 7.64772399e-01 1.70181319e+01
2.76135745e+03 7.64807457e-01 1.69852797e+01
2.76148403e+03 7.64842516e-01 1.69538365e+01
2.76161061e+03 7.64877575e-01 1.69122771e+01
2.76173719e+03 7.64912634e-01 1.68828719e+01
2.76186377e+03 7.64947692e-01 1.68507403e+01
2.76199035e+03 7.64982751e-01 1.68561670e+01
2.76211694e+03 7.65017810e-01 1.68801414e+01
2.76224352e+03 7.65052869e-01 1.68735282e+01
2.76237010e+03 7.65087928e-01 1.68617740e+01
2.76249668e+03 7.65122986e-01 1.68603952e+01
2.76262326e+03 7.65158045e-01 1.68592637e+01
2.76274984e+03 7.65193104e-01 1.68698385e+01
2.76287642e+03 7.65228163e-01 1.68112626e+01
2.76300300e+03 7.65263222e-01 1.67705125e+01
2.76312958e+03 7.65298280e-01 1.67274901e+01
2.76325616e+03 7.65333339e-01 1.67677223e+01
2.76338274e+03 7.65368398e-01 1.67584385e+01
2.76350932e+03 7.65403457e-01 1.67966073e+01
2.76363590e+03 7.65438516e-01 1.67561579e+01
2.76376248e+03 7.65473574e-01 1.67213669e+01
2.76388906e+03 7.65508633e-01 1.67056078e+01
2.76401565e+03 7.65543692e-01 1.66631157e+01
2.76414223e+03 7.65578751e-01 1.66743008e+01
2.76426881e+03 7.65613809e-01 1.67040412e+01
2.76439539e+03 7.65648868e-01 1.66872875e+01
2.76452197e+03 7.65683927e-01 1.66077549e+01
2.76464855e+03 7.65718986e-01 1.66217488e+01
2.76477513e+03 7.65754045e-01 1.66554538e+01
2.76490171e+03 7.65789103e-01 1.66223765e+01
2.76502829e+03 7.65824162e-01 1.66356122e+01
2.76515487e+03 7.65859221e-01 1.66462172e+01
2.76528145e+03 7.65894280e-01 1.66306561e+01
2.76540803e+03 7.65929339e-01 1.65470252e+01
2.76553461e+03 7.65964397e-01 1.66028972e+01
2.76566119e+03 7.65999456e-01 1.66445957e+01
2.76578777e+03 7.66034515e-01 1.67088669e+01
2.76591436e+03 7.66069574e-01 1.67270544e+01
2.76604094e+03 7.66104632e-01 1.66736227e+01
2.76616752e+03 7.66139691e-01 1.66329854e+01
2.76629410e+03 7.66174750e-01 1.67013339e+01
2.76642068e+03 7.66209809e-01 1.66947126e+01
2.76654726e+03 7.66244868e-01 1.67464130e+01
2.76667384e+03 7.66279926e-01 1.67747327e+01
2.76680042e+03 7.66314985e-01 1.68446001e+01
2.76692700e+03 7.66350044e-01 1.68570545e+01
2.76705358e+03 7.66385103e-01 1.68560317e+01
2.76718016e+03 7.66420162e-01 1.68512683e+01
2.76730674e+03 7.66455220e-01 1.68114335e+01
2.76743332e+03 7.66490279e-01 1.67799184e+01
2.76755990e+03 7.66525338e-01 1.67682091e+01
2.76768648e+03 7.66560397e-01 1.67561830e+01
2.76781307e+03 7.66595456e-01 1.67386785e+01
2.76793965e+03 7.66630514e-01 1.67237559e+01
2.76806623e+03 7.66665573e-01 1.67185445e+01
2.76819281e+03 7.66700632e-01 1.66705704e+01
2.76831939e+03 7.66735691e-01 1.65973019e+01
2.76844597e+03 7.66770749e-01 1.66179488e+01
2.76857255e+03 7.66805808e-01 1.66238840e+01
2.76869913e+03 7.66840867e-01 1.66821542e+01
2.76882571e+03 7.66875926e-01 1.66677297e+01
2.76895229e+03 7.66910985e-01 1.66034780e+01
2.76907887e+03 7.66946043e-01 1.65298908e+01
2.76920545e+03 7.66981102e-01 1.65592101e+01
2.76933203e+03 7.67016161e-01 1.66160782e+01
2.76945861e+03 7.67051220e-01 1.66590585e+01
2.76958520e+03 7.67086279e-01 1.66545761e+01
2.76971178e+03 7.67121337e-01 1.66132338e+01
2.76983836e+03 7.67156396e-01 1.65870119e+01
2.76996494e+03 7.67191455e-01 1.66118435e+01
2.77009152e+03 7.67226514e-01 1.65687651e+01
2.77021810e+03 7.67261572e-01 1.65531120e+01
2.77034468e+03 7.67296631e-01 1.65508918e+01
